[00:57:35]: [Join Announcement] ứng ngọc sơn
[00:58:49]: [Announcement] ứng ngọc sơn   successfully entered game   Completed Achievement [New Beginning]
[03:11:46]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:11:47]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:11:47]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:11:48]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:11:48]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:11:49]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:11:49]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:11:50]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:11:50]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:11:51]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:11:52]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:11:52]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:11:53]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:11:53]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:11:54]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:11:54]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:11:55]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:11:55]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:11:56]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:11:57]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:11:57]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:11:58]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:11:58]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:11:59]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:11:59]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:12:00]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:12:00]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:12:01]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:12:02]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:12:02]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:12:03]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:12:03]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:12:04]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:12:04]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:12:05]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:12:05]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:12:06]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:12:07]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:12:07]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:12:08]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:12:08]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:12:09]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:12:09]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:12:10]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:12:11]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:12:11]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:12:12]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:12:12]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:12:13]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:12:13]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:12:14]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:12:14]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:12:15]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:12:15]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:12:16]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:12:17]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:12:17]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:12:18]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:12:18]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:12:19]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:12:19]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:12:20]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:12:21]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:12:21]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:12:22]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:12:22]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:12:23]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:12:23]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:12:24]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:12:24]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:12:25]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:12:25]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:12:26]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:12:26]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:12:27]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:12:28]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:12:28]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:12:29]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:12:29]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:12:30]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:12:30]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:12:31]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:13:31]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:13:31]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:13:32]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:13:32]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:13:33]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:13:33]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:13:34]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:13:34]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:13:35]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:13:36]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:13:36]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:13:37]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:13:37]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:13:38]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:13:38]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:13:39]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:13:39]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:13:40]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:13:40]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:13:41]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:13:41]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:13:42]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:13:43]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:13:43]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:13:44]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:13:44]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:13:45]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:13:45]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:13:46]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:13:47]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:13:47]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:13:48]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:13:48]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:13:49]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:13:49]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:13:50]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:13:50]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:13:51]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:13:51]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:13:52]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:13:53]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:13:53]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:13:54]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:13:54]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:13:55]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:13:55]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:13:56]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:13:56]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:13:57]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:13:58]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:13:58]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:13:59]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:13:59]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:14:00]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:14:00]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:14:01]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:14:01]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:14:02]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:14:02]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:14:03]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:14:04]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:14:04]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:14:04]: [Announcement] World(Cave) Cleaning —『 Man does not reveal himself in his history, he struggles up through it.(Stray Birds-Ranbindranath Tagore)』
[03:14:05]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:14:05]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:14:06]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:14:06]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:14:07]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:14:07]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:14:08]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:14:11]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:14:11]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:14:12]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:14:12]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:14:13]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:14:13]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:14:14]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:14:15]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:14:15]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:14:16]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:14:16]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:14:17]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:14:17]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:14:18]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:14:19]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:14:19]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:14:20]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:14:20]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:14:21]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:14:21]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:14:22]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:14:22]: [Announcement] World(Forest) Cleaning —『 That I exist is a perpetual surprise which is life.(Stray Birds-Ranbindranath Tagore)』
[03:14:22]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:14:23]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:14:23]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:14:24]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:14:25]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:14:25]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:14:26]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:14:26]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:14:27]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:14:27]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:14:28]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:14:29]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:14:29]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:14:30]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:14:44]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:14:44]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:14:45]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:14:45]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:14:46]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:14:46]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:14:47]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:14:47]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:14:48]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:14:49]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:14:49]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:14:50]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:14:50]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:14:51]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:14:51]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:14:52]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:14:52]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:14:53]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:14:54]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:14:54]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:14:55]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:14:58]: [Join Announcement] G h o s t
[03:15:00]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:15:01]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:15:01]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:15:02]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:15:02]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:15:03]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:15:04]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:15:04]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:15:05]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:15:05]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:15:06]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:15:06]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:15:07]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:15:07]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:15:08]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:15:08]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:15:09]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:15:10]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:15:10]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:15:11]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:15:11]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:15:12]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:15:12]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:15:13]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:15:13]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:15:14]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:15:15]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:15:15]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:15:16]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:15:16]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:15:17]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:15:17]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:15:18]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:15:18]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:15:19]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:15:19]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:15:20]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:15:20]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:15:21]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:15:22]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:15:22]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:15:23]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:15:23]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:15:24]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:15:24]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:15:25]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:15:25]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:15:26]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:15:26]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:15:27]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:15:28]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:15:28]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:15:29]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:15:29]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:15:30]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:15:30]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:15:31]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:15:31]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:15:32]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:15:32]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:15:33]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:15:33]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:15:34]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:15:35]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:15:35]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:15:36]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:15:36]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:15:37]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:15:37]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:15:38]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:15:38]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:15:39]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:15:40]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:15:40]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:15:41]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:15:41]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:15:42]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:15:42]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:15:43]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:15:43]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:15:44]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:15:45]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:15:45]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:15:46]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:15:46]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:15:47]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:15:47]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:15:48]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:15:48]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:15:49]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:15:54]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:15:55]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:15:55]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:15:56]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:15:56]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:15:57]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:15:57]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:15:58]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:15:58]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:15:59]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:15:59]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:16:00]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:16:01]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:16:01]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:16:02]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:16:02]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:16:03]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:16:03]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:16:04]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:16:04]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:16:05]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:16:05]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:16:06]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
