[00:51:25]: [Join Announcement] GMC6
[00:51:53]: [Announcement] GMC6   has a Krampus Sack   Completed Achievement [Top 1%]
[01:18:51]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:18:51]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:18:52]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:18:53]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:18:53]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:18:54]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:18:55]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:18:55]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:18:56]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:18:56]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:18:57]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:18:58]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:18:58]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:18:59]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:18:59]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:19:00]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:19:01]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:19:01]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:19:02]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:19:03]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:19:03]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:19:04]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:19:04]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:19:05]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:19:06]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:19:06]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:19:07]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:19:07]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:19:08]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:19:09]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:19:10]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:19:11]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:19:11]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:19:12]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:19:12]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:19:13]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:19:14]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:19:14]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:19:15]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:19:15]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:19:16]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:19:17]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:19:17]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:19:18]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:19:18]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:19:19]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:19:20]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:19:20]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:19:21]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:19:21]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:19:22]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:19:23]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:19:23]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:19:24]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:19:24]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:19:25]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:19:26]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:19:26]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:19:27]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:19:27]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:19:28]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:19:29]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:19:29]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:19:30]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:19:30]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:19:31]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:19:32]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:19:32]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:19:33]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:19:33]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:19:34]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:19:35]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:19:35]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:19:36]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:19:36]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:19:37]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:19:38]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:19:38]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:19:39]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:19:39]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:19:40]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:19:41]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:19:41]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:19:42]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:19:42]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:19:43]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:19:44]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:19:44]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:19:46]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:19:46]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:19:47]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:19:47]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:22:10]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:22:10]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:22:11]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:22:11]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:22:12]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:22:12]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:22:13]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:22:14]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:22:14]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:22:15]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:22:15]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:22:16]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:22:17]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:22:17]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:22:18]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:22:18]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:22:19]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:22:20]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:22:20]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:22:21]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:22:21]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:22:22]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:22:23]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:22:23]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:22:24]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:22:24]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:22:25]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:22:26]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:22:26]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:22:27]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:22:27]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:22:28]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:22:29]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:22:29]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:22:30]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:22:30]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:22:31]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:22:32]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:22:32]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:22:33]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:22:33]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:22:34]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:22:35]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:22:35]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:22:36]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:22:36]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:22:37]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:22:38]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:22:38]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:22:39]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:22:39]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:22:40]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:22:41]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:22:41]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:22:42]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:22:42]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:22:43]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:22:44]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:22:44]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:22:45]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:22:45]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:22:46]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:22:47]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:22:47]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:22:48]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:22:48]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:22:49]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:22:50]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:22:50]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:22:51]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:22:51]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:22:52]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:22:53]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:22:53]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:22:54]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:22:54]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:22:55]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:22:56]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:22:56]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:22:57]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:22:57]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:22:58]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:23:01]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:23:01]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:23:02]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:23:02]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:23:03]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:23:04]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:23:04]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:23:05]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:23:05]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:23:06]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:23:07]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:23:07]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:23:08]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:23:08]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:23:09]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:23:10]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:23:10]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:23:11]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:23:19]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:23:20]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:23:20]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:23:21]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:23:22]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:23:22]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:23:23]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:23:23]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:23:24]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:23:25]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:23:25]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:23:26]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:23:26]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:23:27]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:23:28]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:23:28]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:23:29]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:23:29]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:23:30]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:23:31]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:23:31]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:23:32]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:23:32]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:23:33]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:23:34]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:23:34]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:23:35]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:23:35]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:23:36]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:23:37]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:23:37]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:23:38]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:23:38]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:23:39]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:23:40]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:23:40]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:23:41]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:23:41]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:23:42]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:23:43]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:23:43]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:23:44]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:23:44]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:23:45]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:23:46]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:23:46]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:23:47]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:23:47]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:23:48]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:23:49]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:23:49]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:23:50]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:23:50]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:23:51]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:23:52]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:23:52]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:23:53]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:23:53]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:23:54]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:23:55]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:23:55]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:23:56]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:23:56]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:23:57]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:23:58]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:23:58]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:23:59]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:23:59]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:24:00]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:24:01]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:24:01]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:24:02]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:24:02]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:24:03]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:24:04]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:24:04]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:24:05]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:24:05]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:24:06]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:24:07]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:24:07]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:24:08]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:24:08]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:24:09]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:24:10]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:24:10]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:24:11]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:24:11]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:24:12]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:24:13]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:24:13]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:24:14]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:24:14]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:24:15]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:24:16]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:24:16]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:24:17]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:24:17]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:24:18]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:24:19]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:24:26]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:24:26]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:24:27]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:24:27]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:24:28]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:24:28]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:24:29]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:24:30]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:24:30]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:24:31]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:24:31]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:24:32]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:24:33]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:24:33]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:24:34]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:24:34]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:24:35]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:24:36]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:24:36]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:24:37]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:24:37]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:24:38]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:24:39]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:24:39]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:24:40]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:24:40]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:24:41]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:24:42]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:24:42]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:24:43]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:24:43]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:24:44]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:24:45]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:24:45]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:24:46]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:24:46]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:24:47]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:24:48]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:24:48]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:24:49]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:24:49]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:24:50]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:24:51]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:24:51]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:24:52]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:24:52]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:24:53]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
