[11:23:09]: [Join Announcement] GMC6
[12:03:33]: [Announcement] World(Cave) Cleaning —『 The trees come up to my window like the yearning voice of the dumb earth.(Stray Birds-Ranbindranath Tagore)』
[12:03:47]: [Announcement] World(Forest) Cleaning —『 Never be afraid of the moments--thus sings the voice of the everlasting(Stray Birds-Ranbindranath Tagore)』
[12:24:51]: [Leave Announcement] GMC6
[12:26:48]: [Join Announcement] GMC6
[12:27:29]: [Leave Announcement] GMC6
[12:28:35]: [Join Announcement] GMC6
[12:47:33]: [Announcement] World(Cave) Cleaning —『 The mind, sharp but not broad, sticks at every point but does not move.(Stray Birds-Ranbindranath Tagore)』
[12:47:51]: [Announcement] World(Forest) Cleaning —『 It is the tears of the earth that keep here smiles in bloom. (Stray Birds-Ranbindranath Tagore)』
[12:58:36]: [Announcement] Performance Pack: Server cleaning
[13:27:40]: [Announcement] World(Cave) Cleaning —『 The mist, like love, plays upon the heart of the hills and brings out surprises of beauty.(Stray Birds-Ranbindranath Tagore)』
[13:28:01]: [Announcement] World(Forest) Cleaning —『 The stars are not afraid to appear like fireflies.(Stray Birds-Ranbindranath Tagore)』
[13:49:53]: [Announcement] GMC6   befriended Bunnymen 20 times   Completed Achievement [Bunny Leader]
[14:23:35]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:23:36]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:23:36]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:23:37]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:23:37]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:23:38]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:23:39]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:23:39]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:23:40]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:23:40]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:23:41]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:23:42]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:23:42]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:23:43]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:23:43]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:23:44]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:23:45]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:23:45]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:23:46]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:23:46]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:23:47]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:23:48]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:23:48]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:23:49]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:23:49]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:23:50]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:23:51]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:23:51]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:23:52]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:23:52]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:23:53]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:23:54]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:23:54]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:23:55]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:23:55]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:23:56]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:23:57]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:23:57]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:23:58]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:23:58]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:23:59]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:24:00]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:24:00]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:24:01]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:24:01]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:24:02]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:24:03]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:24:03]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:24:04]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:24:04]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:24:05]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:24:06]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:24:06]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:24:07]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:24:07]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:24:08]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:24:09]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:24:09]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:24:10]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:24:10]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:24:11]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:24:12]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:24:12]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:24:13]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:24:13]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:24:14]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:24:15]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:24:15]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:24:17]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:24:18]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:24:18]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:24:19]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:24:20]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:24:20]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:24:21]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:24:21]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:24:22]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:24:23]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:24:23]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:24:24]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:24:24]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:24:25]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:24:26]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:24:26]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:24:27]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:24:27]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:24:28]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:24:29]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:24:29]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:24:30]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:24:30]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:24:31]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:24:32]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:24:32]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:24:33]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:24:33]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:24:34]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:24:35]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:24:35]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:24:36]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:24:36]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:24:37]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:24:38]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:24:38]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:24:39]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:24:39]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:24:40]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:24:41]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:24:41]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:24:42]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:28:26]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:28:26]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:28:27]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:28:28]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:28:28]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:28:29]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:28:29]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:28:30]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:28:31]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:28:31]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:28:32]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:28:33]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:28:33]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:28:34]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:28:34]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:28:35]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:28:35]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:28:36]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:28:37]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:28:37]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:28:38]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:28:39]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:28:39]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:28:40]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:28:40]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:28:41]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:28:42]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:28:42]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:28:43]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:28:43]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:28:44]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:28:45]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:28:45]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:28:46]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:28:46]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:28:47]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:28:47]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:28:48]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:28:49]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:28:49]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:28:50]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:28:50]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:28:51]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:28:52]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:28:52]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:28:53]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:28:54]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:28:54]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:28:55]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:28:55]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:28:56]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:28:56]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:28:57]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:28:58]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:28:58]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:28:59]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:28:59]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:29:00]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:29:03]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:29:03]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:29:04]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:29:04]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:29:05]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:29:06]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:29:06]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:29:07]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:29:07]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:29:08]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:29:09]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:29:09]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:29:10]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:29:10]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:29:11]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:29:12]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:29:12]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:29:13]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:29:13]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:29:14]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:29:15]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:29:15]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:29:16]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:29:16]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:29:17]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:29:18]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:29:18]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:29:19]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:29:19]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:29:20]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:29:21]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:29:21]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:29:22]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:29:22]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:29:23]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:29:24]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:29:24]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:29:25]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:29:25]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:29:26]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:29:27]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:29:27]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:29:28]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:29:28]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:29:29]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:29:30]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:29:30]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:29:31]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:29:31]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:29:32]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:29:33]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:29:33]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:29:34]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:29:34]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:29:35]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:29:36]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:29:36]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:29:37]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:29:37]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:29:38]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:29:39]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:29:39]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:29:40]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:29:40]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:29:41]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:29:42]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:29:42]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:29:43]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:29:43]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:29:44]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:29:45]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:29:45]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:29:46]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:29:46]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:29:47]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:29:48]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:29:48]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:29:49]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:29:49]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:29:50]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:29:51]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:29:51]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:29:52]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:29:52]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:29:53]: [Join Announcement] matheus.freezadourado
[14:29:53]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:29:54]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:29:54]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:29:55]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:29:55]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:29:56]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:29:57]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:29:57]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:29:58]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:29:58]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:29:59]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:30:00]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:30:00]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:30:01]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:30:01]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:30:02]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:30:06]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:30:07]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:30:07]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:30:08]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:30:09]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:30:09]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:30:10]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:30:10]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:30:15]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:30:16]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:30:16]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:30:17]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:30:18]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:30:18]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:30:19]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:30:19]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:30:20]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:30:21]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:30:21]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:30:22]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:30:22]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:30:23]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:30:24]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:30:24]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:30:25]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:30:25]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:30:26]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:30:27]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:30:27]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:30:28]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:30:28]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:30:29]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:30:30]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:30:30]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:30:31]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:30:31]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:30:32]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:30:33]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:30:33]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:30:34]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:30:34]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:30:37]: [Say] (KU_LbNGg3S9) GMC6: oi
[14:30:39]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:30:39]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:30:39]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:30:40]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:30:41]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:30:41]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:30:42]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:30:42]: [Say] (KU_LnRtDwgl) matheus.freezadourado: oi
[14:30:42]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:30:43]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:30:44]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:30:44]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:30:45]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:30:45]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:30:46]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
